name,lat,lon,alt,city,icao,iata
Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,547,Bowling Green,KBWG,BWG
Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,Baltimore,KBWI,BWI
Harry Stern Airport,46.24409866,-96.60739899,968,Wahpeton,KBWP,WAH
George R Carr Memorial Air Field,30.81369972,-89.86499786,119,Bogalusa,KBXA,BXA
Burke County Airport,33.04130173,-82.00270081,302,Waynesboro,KBXG,
Buckeye Municipal Airport,33.42039871,-112.685997,1033,Buckeye,KBXK,BXK
Johnson County Airport,44.3810997,-106.7220001,4968,Buffalo,KBYG,BYG
Arkansas International Airport,35.96429825,-89.94400024,254,Blytheville,KBYH,BYH
Burley Municipal Airport,42.54259872,-113.7720032,4150,Burley,KBYI,BYI
Bicycle Lake Army Air Field,35.2804985,-116.6299973,2350,Fort Irwin/Barstow,KBYS,BYS
Bay City Municipal Airport,28.97330093,-95.8635025,45,Bay City,KBYY,BBC
Gallatin Field,45.77750015,-111.1529999,4473,Bozeman,KBZN,BZN
Grand Geneva Resort Airport,42.61489868,-88.38960266,835,Lake Geneva,KC02,
Nappanee Municipal Airport,41.44620132,-85.93479919,860,Nappanee,KC03,
Oceana County Airport,43.64170074,-86.32920074,910,Hart/Shelby,KC04,
Silver West Airport,38.01110077,-105.3730011,8290,Westcliffe,KC08,
Morris Municipal James R. Washburn field,41.42539978,-88.41870117,584,Morris,KC09,
Pekin Municipal Airport,40.48820114,-89.67590332,530,Pekin,KC15,
Frasca Field,40.14640045,-88.19850159,735,Urbana,KC16,
Marion Airport,42.03110123,-91.52929688,862,Marion,KC17,
Andrews University Airpark,41.9516983,-86.36769867,668,Berrien Springs,KC20,
Centre Municipal Airport,34.15990067,-85.63510132,619,Centre,KC22,
Mineral County Memorial Airport,37.82080078,-106.9309998,8680,Creede,C24,
Manchester Municipal Airport,42.49330139,-91.49849701,987,Manchester,KC27,
Middleton Municipal Morey Field,43.11429977,-89.53150177,928,Middleton,KC29,
Reedsburg Municipal Airport,43.52590179,-89.98320007,907,Reedsburg,KC35,
Portage Municipal Airport,43.56029892,-89.48290253,825,Portage,KC47,
Kendallville Municipal Airport,41.47269821,-85.26080322,1005,Kendallville,KC62,
Plymouth Municipal Airport,41.36510086,-86.30049896,800,Plymouth,KC65,
Crosby Municipal Airport,31.29599953,-91.05290222,336,Crosby,KC71,
Dixon Municipal Charles R. Walgreen Field,41.83369827,-89.44619751,785,Dixon,KC73,
Cassville Municipal Airport,42.70420074,-90.96459961,627,Cassville,KC74,
Marshall County Airport,41.01929855,-89.38639832,568,Lacon,KC75,
Poplar Grove Airport,42.32289886,-88.83630371,858,Poplar Grove,KC77,
New Coalinga Municipal Airport,36.1631012,-120.2939987,622,Coalinga,,CLG
Campbell Airport,42.32460022,-88.07409668,788,Grayslake,KC81,
Byron Airport,37.82839966,-121.6259995,79,Byron,KC83,
Dowagiac Municipal Airport,41.99290085,-86.12799835,747,Dowagiac,KC91,
Wexford County Airport,44.27529907,-85.41889954,1307,Cadillac,KCAD,CAD
Columbia Metropolitan Airport,33.93880081,-81.11949921,236,Columbia,KCAE,CAE
Craig Moffat Airport,40.49520111,-107.5220032,6193,Craig,KCAG,CIG
Akron Canton Regional Airport,40.91609955,-81.44219971,1228,Akron,KCAK,CAK
Clayton Municipal Airpark,36.44620132,-103.1669998,4965,Clayton,KCAO,CAO
Caribou Municipal Airport,46.87149811,-68.01789856,626,Caribou,KCAR,CAR
Clarion Municipal Airport,42.7419014,-93.7589035,1162,Clarion,KCAV,
Greater Cumberland Regional Airport,39.61539841,-78.7609024,775,Cumberland,KCBE,CBE
Council Bluffs Municipal Airport,41.25920105,-95.76059723,1253,Council Bluffs,KCBF,CBF
Cambridge Municipal Airport,45.55749893,-93.2641983,945,Cambridge,KCBG,
Shalz Field,39.42750168,-101.0469971,3187,Colby,KCBK,CBK
Columbus Air Force Base,33.64379883,-88.44380188,219,Columbus,KCBM,CBM
Coffman Cove Seaplane Base,56.00320053,-132.8419952,,Coffman Cove,KCC,
Clinton Municipal Airport,35.59780121,-92.45159912,514,Clinton,KCCA,
Cable Airport,34.11159897,-117.6880035,1444,Upland,KCCB,CCB
Newnan Coweta County Airport,33.31159973,-84.76979828,970,Atlanta,KCCO,
Buchanan Field,37.98970032,-122.0569992,26,Concord,KCCR,CCR
Northeast Iowa Regional Airport,43.07260132,-92.6108017,1125,Charles City,KCCY,CCY
Caledonia County Airport,44.56909943,-72.01799774,1188,Lyndonville,KCDA,LLX
Cedar City Regional Airport,37.70100021,-113.098999,5622,Cedar City,KCDC,CDC
Harrell Field,33.62279892,-92.76339722,130,Camden,KCDH,CDH
Cambridge Municipal Airport,39.97499847,-81.57759857,799,Cambridge,KCDI,
Woodward Field,34.28359985,-80.56490326,302,Camden,KCDN,CDN
Chadron Municipal Airport,42.83760071,-103.0950012,3297,Chadron,KCDR,CDR
Childress Municipal Airport,34.43379974,-100.288002,1954,Childress,KCDS,CDS
Essex County Airport,40.87519836,-74.28140259,173,Caldwell,KCDW,CDW
Cessna Aircraft Field,37.64860153,-97.25060272,1378,Wichita,KCEA,CEA
Jack Mc Namara Field Airport,41.78020096,-124.2369995,61,Crescent City,KCEC,CEC
Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241,Springfield/Chicopee,KCEF,CEF
Crete Municipal Airport,40.61790085,-96.92489624,1500,Crete,KCEK,
Oconee County Regional Airport,34.6719017,-82.8864975,892,Clemson,KCEU,CEU
Mettel Field,39.69850159,-85.12969971,867,Connersville,KCEV,CEV
Bob Sikes Airport,30.77879906,-86.52210236,213,Crestview,KCEW,CEW
Kyle Oakley Field,36.66460037,-88.37280273,577,Murray,KCEY,CEY
Cortez Municipal Airport,37.3030014,-108.6279984,5918,Cortez,KCEZ,CEZ
Coulter Field,30.71570015,-96.33139801,367,Bryan,KCFD,CFD
Buffalo Municipal Airport,45.1590004,-93.84329987,967,Buffalo,KCFE,
Crawfordsville Municipal Airport,39.9756012,-86.91989899,799,Crawfordsville,KCFJ,
Tuscola Area Airport,43.45880127,-83.44550323,701,Caro,KCFS,
Greenlee County Airport,32.95280075,-109.2099991,3798,Clifton/Morenci,KCFT,CFT
Coffeyville Municipal Airport,37.09400177,-95.57189941,754,Coffeyville,KCFV,CFV
Chignik Fisheries Airport,56.317643,-158.589706,25,Chignik,,KCG
Crystal River Airport,28.86730003,-82.57129669,9,Crystal River,KCGC,
Cambridge Dorchester Airport,38.53929901,-76.03040314,20,Cambridge,KCGE,CGE
Cuyahoga County Airport,41.56510162,-81.48639679,879,Cleveland,KCGF,CGF
Cape Girardeau Regional Airport,37.22529984,-89.57080078,342,Cape Girardeau,KCGI,CGI
College Park Airport,38.98059845,-76.92230225,48,College Park,KCGS,CGS
Chicago Meigs Airport,41.85879898,-87.60790253,593,Chicago,KCGX,CGX
Casa Grande Municipal Airport,32.95489883,-111.7669983,1464,Casa Grande,KCGZ,
Lovell Field,35.03530121,-85.20379639,683,Chattanooga,KCHA,CHA
Wauseon Airport,41.53860092,-84.13310242,751,Wauseon,KCHC,
Chandler Municipal Airport,33.26910019,-111.810997,1243,Chandler,KCHD,
Chickasha Municipal Airport,35.09740067,-97.96769714,1152,Chickasha,KCHK,CHK
Wauchula Municipal Airport,27.51490021,-81.88050079,106,Wauchula,KCHN,
Charlottesville Albemarle Airport,38.1385994,-78.45290375,639,Charlottesville,KCHO,CHO
Mississippi County Airport,36.84209824,-89.35970306,313,Charleston,KCHQ,
Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,Charleston,KCHS,CHS
Chillicothe Municipal Airport,39.78219986,-93.49569702,783,Chillicothe,KCHT,
Houston County Airport,43.59640121,-91.50389862,1179,Caledonia,KCHU,
Chico Municipal Airport,39.79539871,-121.8580017,240,Chico,KCIC,CIC
The Eastern Iowa Airport,41.88470078,-91.71080017,869,Cedar Rapids,KCID,CID
Choteau Airport,47.82830048,-112.1679993,3947,Choteau,KCII,
Arthur N Neu Airport,42.0461998,-94.78900146,1204,Carroll,KCIN,CIN
Cairo Regional Airport,37.0644989,-89.21959686,321,Cairo,KCIR,CIR
Chippewa County International Airport,46.25080109,-84.47239685,800,Sault Ste Marie,KCIU,CIU
Culpeper Regional Airport,38.52669907,-77.85890198,316,Culpeper,KCJR,
Kegelman AF Aux Field,36.7439003,-98.12310028,1202,Cherokee,KCKA,CKA
North Central West Virginia Airport,39.29660034,-80.22810364,1217,Clarksburg,KCKB,CKB
Grand Marais Cook County Airport,47.8382988,-90.38289642,1799,Grand Marais,KCKC,GRM
Crisp County Cordele Airport,31.98880005,-83.77390289,310,Cordele,KCKF,
Williamsburg Regional Airport,33.71720123,-79.85700226,67,Kingstree,KCKI,
Fletcher Field,34.29970169,-90.51229858,173,Clarksdale,KCKM,CKM
Crookston Municipal Kirkwood Field,47.84170151,-96.62159729,899,Crookston,KCKN,CKN
Cherokee County Regional Airport,42.7317009,-95.55590057,1227,Cherokee,KCKP,
Clarksville–Montgomery County Regional Airport – Outlaw Field,36.62189865,-87.41500092,550,Clarksville,KCKV,CKV
Pennridge Airport,40.3891983,-75.29049683,568,Perkasie,KCKZ,
Chignik Lagoon Airport,56.31119919,-158.5359955,25,Chignik Lagoon,KCL,KCL
Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,Cleveland,KCLE,CLE
Clintonville Municipal Airport,44.61380005,-88.73130035,822,Clintonville,KCLI,CLI
Clinton Regional Airport,35.53829956,-98.93270111,1616,Clinton,KCLK,CLK
Easterwood Field,30.58860016,-96.36380005,320,College Station,KCLL,CLL
William R Fairchild International Airport,48.12020111,-123.5,291,Port Angeles,KCLM,CLM
Cliff Hatfield Memorial Airport,33.13150024,-115.5210037,-182,Calipatria,KCLR,CLR
Chehalis Centralia Airport,46.67699814,-122.9830017,176,Chehalis,KCLS,CLS
Charlotte Douglas International Airport,35.2140007,-80.94309998,748,Charlotte,KCLT,CLT
Clearwater Air Park,27.97669983,-82.75869751,71,Clearwater,KCLW,CLW
Camarillo Airport,34.21369934,-119.0940018,77,Camarillo,KCMA,
Port Columbus International Airport,39.9980011,-82.89189911,815,Columbus,KCMH,CMH
University of Illinois Willard Airport,40.03919983,-88.27809906,755,Champaign/Urbana,KCMI,CMI
H.A. Clark Memorial Field,35.30220032,-112.1940002,6680,Williams,KCMR,
Houghton County Memorial Airport,47.16839981,-88.4890976,1095,Hancock,KCMX,CMX
Sparta Fort Mc Coy Airport,43.95830154,-90.73789978,837,Sparta,KCMY,
Chernofski Harbor Seaplane Base,53.40289934,-167.5202715,,Chernofski Harbor,KCN,
Myers Field,44.72949982,-96.26599884,1194,Canby,KCNB,
Chariton Municipal Airport,41.01959991,-93.35970306,1050,Chariton,KCNC,
Claremont Municipal Airport,43.37039948,-72.36869812,545,Claremont,KCNH,CNH
Blosser Municipal Airport,39.54930115,-97.65229797,1486,Concordia,KCNK,CNK
Cavern City Air Terminal,32.33750153,-104.2630005,3295,Carlsbad,KCNM,CNM
Chino Airport,33.97470093,-117.637001,650,Chino,KCNO,CNO
Billy G Ray Field,41.07749939,-102.4639969,3682,Chappell,KCNP,
Chanute Martin Johnson Airport,37.66880035,-95.48509979,1002,Chanute,KCNU,CNU
TSTC Waco Airport,31.63780022,-97.07409668,470,Waco,KCNW,CNW
Canyonlands Field,38.75500107,-109.7549973,4557,Moab,KCNY,CNY
Yellowstone Regional Airport,44.52019882,-109.0240021,5102,Cody,KCOD,COD
Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320,Coeur d'Alene,KCOE,COE
Patrick Air Force Base,28.23489952,-80.61009979,8,Cocoa Beach,KCOF,COF
Merritt Island Airport,28.34160042,-80.6855011,6,Merritt Island,KCOI,COI
Coleman Municipal Airport,31.84110069,-99.4036026,1697,Coleman,KCOM,COM
Concord Municipal Airport,43.20270157,-71.50229645,342,Concord,KCON,CON
Cloquet Carlton County Airport,46.7010994,-92.50360107,1279,Cloquet,KCOQ,
City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,Colorado Springs,KCOS,COS
Cotulla-La Salle County Airport,28.45669937,-99.22029877,474,Cotulla,KCOT,COT
Columbia Regional Airport,38.81809998,-92.21959686,889,Columbia,KCOU,COU
Columbus County Municipal Airport,34.27289963,-78.71499634,99,Whiteville,KCPC,
Chesapeake Regional Airport,36.66559982,-76.3207016,19,Norfolk,KCPK,
Compton Woodley Airport,33.88999939,-118.2440033,97,Compton,KCPM,CPM
Casper-Natrona County International Airport,42.90800095,-106.4639969,5350,Casper,KCPR,CPR
St Louis Downtown Airport,38.5707016,-90.15619659,413,Cahokia/St Louis,KCPS,CPS
Cleburne Municipal Airport,32.35380173,-97.43370056,854,Cleburne,KCPT,
Calaveras Co Maury Rasmussen Field,38.14609909,-120.6480026,1325,San Andreas,KCPU,
Lakefield Airport,40.48410034,-84.56009674,894,Celina,KCQA,
Chandler Regional Airport,35.72380066,-96.82029724,984,Chandler,KCQB,
Cook Municipal Airport,47.82189941,-92.68939972,1327,Cook,KCQM,
Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239,Cheraw,KCQW,HCW
Chatham Municipal Airport,41.68840027,-69.98950195,68,Chatham,KCQX,
Colorado Creek Airport,63.56769943,-155.9889984,860,Colorado Creek,KCR,KCR
Grand Strand Airport,33.81169891,-78.72389984,32,North Myrtle Beach,KCRE,CRE
Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,41,Jacksonville,KCRG,CRG
Corcoran Airport,36.10250092,-119.5950012,197,Corcoran,KCRO,CRO
Corpus Christi International Airport,27.77039909,-97.50119781,44,Corpus Christi,KCRP,CRP
Mc Clellan-Palomar Airport,33.12829971,-117.2799988,331,Carlsbad,KCRQ,CLD
C David Campbell Field Corsicana Municipal Airport,32.02809906,-96.40059662,449,Corsicana,KCRS,CRS
Z M Jack Stell Field,33.17829895,-91.88020325,184,Crossett,KCRT,CRT
Yeager Airport,38.37310028,-81.59320068,981,Charleston,KCRW,CRW
Roscoe Turner Airport,34.91500092,-88.60350037,425,Corinth,KCRX,CRX
Corning Municipal Airport,40.99409866,-94.75499725,1274,Corning,KCRZ,
Cambridge Municipal Airport,40.30659866,-100.1620026,2414,Cambridge,KCSB,
Columbus Metropolitan Airport,32.5163002,-84.93890381,397,Columbus,KCSG,CSG
Clinton Sherman Airport,35.33980179,-99.20050049,1922,Clinton,KCSM,CSM
Creston Municipal Airport,41.02140045,-94.36329651,1300,Creston,KCSQ,CSQ
Crossville Memorial Whitson Field,35.95130157,-85.08499908,1881,Crossville,KCSV,CSV
Cut Bank International Airport,48.60839844,-112.3759995,3854,Cut Bank,KCTB,CTB
West Georgia Regional O V Gray Field,33.63100052,-85.15200043,1161,Carrollton,KCTJ,
Ingersoll Airport,40.56909943,-90.07479858,684,Canton,KCTK,
Cross City Airport,29.63549995,-83.10479736,42,Cross City,KCTY,CTY
Sampson County Airport,34.9756012,-78.36460114,148,Clinton,KCTZ,CTZ
Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,193,Columbia,KCUB,CUB
Cushing Municipal Airport,35.94990158,-96.77310181,916,Cushing,KCUH,CUH
Carmi Municipal Airport,38.08950043,-88.12310028,388,Carmi,KCUL,
Custer County Airport,43.73329926,-103.6179962,5602,Custer,KCUT,
Castroville Municipal Airport,29.34189987,-98.85089874,771,Castroville,KCVB,
Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,Cincinnati,KCVG,CVG
Sharp County Regional Airport,36.26490021,-91.56259918,716,Ash Flat,KCVK,
Clovis Municipal Airport,34.42509842,-103.0790024,4216,Clovis,KCVN,CVN
Corvallis Municipal Airport,44.49720001,-123.2900009,250,Corvallis,KCVO,CVO
Cannon Air Force Base,34.38280106,-103.3219986,4295,Clovis,KCVS,CVS
Charlevoix Municipal Airport,45.30479813,-85.27480316,669,Charlevoix,KCVX,
Central Wisconsin Airport,44.77759933,-89.66680145,1277,Mosinee,KCWA,CWA
Kickapoo Downtown Airport,33.85779953,-98.49040222,1003,Wichita Falls,KCWC,KIP
Chennault International Airport,30.2105999,-93.14320374,17,Lake Charles,KCWF,CWF
Clinton Municipal Airport,41.83110046,-90.32910156,708,Clinton,KCWI,CWI
White Mountain Airport,44.02000046,-71.11000061,334,North Conway,KCWN,
Dennis F Cantrell Field,35.0807991,-92.42500305,316,Conway,KCWS,
Claxton Evans County Airport,32.19509888,-81.86959839,112,Claxton,KCWV,
Chase City Municipal Airport,36.78829956,-78.50160217,503,Chase City,KCXE,
Calexico International Airport,32.66949844,-115.5130005,4,Calexico,KCXL,CXL
Lone Star Executive Airport,30.35180092,-95.41449738,245,Houston,KCXO,CXO
Carson Airport,39.19219971,-119.7340012,4697,Carson City,KCXP,CSN
Camilla Mitchell County Airport,31.21290016,-84.23680115,175,Camilla,KCXU,
Capital City Airport,40.21709824,-76.85150146,347,Harrisburg,KCXY,HAR
Pickaway County Memorial Airport,39.51599884,-82.98210144,684,Circleville,KCYO,
Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,6159,Cheyenne,KCYS,CYS
Clay Center Municipal Airport,39.38710022,-97.15720367,1208,Clay Center,KCYW,
Cozad Municipal Airport,40.86909866,-100.0039978,2503,Cozad,KCZD,
Tri Cities Airport,42.07849884,-76.09629822,833,Endicott,KCZG,
Tom B. David Field,34.45539856,-84.93920135,647,Calhoun,KCZL,
Dimmit County Airport,28.52219963,-99.82360077,599,Carrizo Springs,KCZT,
Norman County Ada Twin Valley Airport,47.26050186,-96.40029907,954,Ada/Twin Valley,KD00,
Osage Municipal Airport,43.29249954,-92.79599762,1168,Osage,KD02,
Garrison Municipal Airport,47.65589905,-101.4369965,1935,Garrison,KD05,
Faith Municipal Airport,45.03609848,-102.0199966,2582,Faith,KD07,
Bottineau Municipal Airport,48.83039856,-100.4169998,1681,Bottineau,KD09,
Ojibwa Airpark,43.72000122,-85.00279999,950,Weidman,KD11,
Fertile Municipal Airport,47.55189896,-96.29190063,1135,Fertile,KD14,
Westwinds Airport,38.75749969,-108.1480026,5000,Delta,KD17,
Arcade Tri County Airport,42.56669998,-78.42610168,1745,Arcade,KD23,
Manitowish Waters Airport,46.12200165,-89.88230133,1610,Manitowish Waters,KD25,
Leeds Municipal Airport,48.28499985,-99.40350342,1508,Leeds,KD31,
Warren Municipal Airport,48.19110107,-96.71109772,886,Warren,KD37,
Sauk Centre Municipal Airport,45.70660019,-94.93340302,1244,Sauk Centre,KD39,
Springfield Municipal Airport,44.23109818,-94.99890137,1072,Springfield,KD42,
Crosby Municipal Airport,48.92850113,-103.2969971,1950,Crosby,KD50,
West Fargo Municipal Airport,46.9007988,-96.91870117,896,Fargo,KD54,
Robertson Field,48.75299835,-98.39330292,1608,Langdon,KD55,
Mayville Municipal Airport,47.47499847,-97.33370209,975,Mayville,KD56,
Glen Ullin Regional Airport,46.81280136,-101.8600006,2089,Glen Ullin,KD57,
Tioga Municipal Airport,48.38050079,-102.8980026,2271,Tioga,KD60,
Westhope Municipal Airport,48.91339874,-101.0329971,1494,Westhope,KD64,
Springerville Municipal Airport,34.13539886,-109.3099976,7055,Springerville,KJTC,
Monroe Walton County Airport,33.78239822,-83.69290161,875,Monroe,D73,
Chorman Airport,38.84840012,-75.61239624,66,Farmington,KD74,
Boonville Airport,39.01269913,-123.3830032,371,Boonville,KD83,
Sequoia Field,36.44860077,-119.3190002,313,Visalia,KD86,
Dupont Lapeer Airport,43.0666008,-83.27230072,834,Lapeer,KD95,
Romeo State Airport,42.79610062,-82.97499847,739,Romeo,KD98,
Davison Army Air Field,38.71500015,-77.18099976,73,Fort Belvoir,KDAA,DAA
Daytona Beach International Airport,29.17989922,-81.05809784,34,Daytona Beach,KDAB,DAB
Necedah Airport,44.03340149,-90.08509827,919,Necedah,KDAF,
Barstow Daggett Airport,34.85369873,-116.7870026,1930,Daggett,KDAG,DAG
Dallas Love Field,32.8470993,-96.85179901,487,Dallas,KDAL,DAL
Danville Regional Airport,36.57289886,-79.33609772,571,Danville,KDAN,DAN
Skyhaven Airport,43.28409958,-70.9292984,322,Rochester,KDAW,
James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,Dayton,KDAY,DAY
W H 'Bud' Barron Airport,32.56439972,-82.98529816,309,Dublin,KDBN,DBN
Dubuque Regional Airport,42.40200043,-90.70950317,1077,Dubuque,KDBQ,DBQ
Ronald Reagan Washington National Airport,38.85210037,-77.03769684,15,Washington,KDCA,DCA
Chester Catawba Regional Airport,34.78929901,-81.19580078,656,Chester,KDCM,
Pryor Field Regional Airport,34.65269852,-86.94539642,592,Decatur,KDCU,DCU
Daviess County Airport,38.70040131,-87.12969971,473,Washington,KDCY,
Dodge City Regional Airport,37.76340103,-99.96559906,2594,Dodge City,KDDC,DDC
William H. Morse State Airport,42.8913002,-73.24639893,827,Bennington,KDDH,
Decatur Airport,39.83459854,-88.86569977,682,Decatur,KDEC,DEC
Deland Municipal Sidney H Taylor Field,29.06699944,-81.28379822,79,Deland,KDED,
Decorah Municipal Airport,43.27550125,-91.73940277,1158,Decorah,KDEH,DEH
Denver International Airport,39.86169815,-104.6729965,5431,Denver,KDEN,DEN
J Lynn Helms Sevier County Airport,34.04700089,-94.3993988,355,De Queen,KDEQ,
Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626,Detroit,KDET,DET
Deer Park Airport,47.96659851,-117.427002,2211,Deer Park,KDEW,
